transcription,audio_path
Áreas de rarefação óssea no crânio.,dataset_gcloud_llm+tts/354.wav
Divergência articular nos metatarsos.,dataset_gcloud_llm+tts/355.wav
Proeminência óssea na coluna vertebral torácica.,dataset_gcloud_llm+tts/356.wav
Osteocondromatose sinovial no cotovelo.,dataset_gcloud_llm+tts/357.wav
Sinais de capsulite adesiva do ombro esquerdo.,dataset_gcloud_llm+tts/358.wav
Rotura parcial do músculo gastrocnêmio medial.,dataset_gcloud_llm+tts/359.wav
Estreitamento da fenda articular do joelho esquerdo.,dataset_gcloud_llm+tts/360.wav
Espessamento da cápsula articular na articulação do cotovelo.,dataset_gcloud_llm+tts/361.wav
Pequena lesão trabecular no calcâneo esquerdo.,dataset_gcloud_llm+tts/362.wav
Formação de esporão no calcâneo direito.,dataset_gcloud_llm+tts/363.wav
Sinais de degeneração discal nos níveis T8-T9.,dataset_gcloud_llm+tts/364.wav
Lesão hiperecogênica compatível com tendinopatia calcária.,dataset_gcloud_llm+tts/365.wav
Fratura avulsão do maléolo lateral direito.,dataset_gcloud_llm+tts/366.wav
Sinovite crônica na articulação metacarpofalângica.,dataset_gcloud_llm+tts/367.wav
Fibrose periarticular na articulação do quadril esquerdo.,dataset_gcloud_llm+tts/368.wav
Cisto ósseo aneurismático no fêmur proximal.,dataset_gcloud_llm+tts/369.wav
Pequena fratura por avulsão na falange distal.,dataset_gcloud_llm+tts/370.wav
Lesão compatível com tumor de células gigantes no rádio.,dataset_gcloud_llm+tts/371.wav
Rotura completa do ligamento cruzado posterior.,dataset_gcloud_llm+tts/372.wav
Osteoartrose avançada na articulação do joelho direito.,dataset_gcloud_llm+tts/373.wav
Sinais de esclerose subcondral nos ossos do pé.,dataset_gcloud_llm+tts/374.wav
Edema significativo no tecido adiposo perimuscular.,dataset_gcloud_llm+tts/375.wav
Luxação posterior da articulação do ombro esquerdo.,dataset_gcloud_llm+tts/376.wav
Erosão cortical na margem do púbis.,dataset_gcloud_llm+tts/377.wav
Espessamento do ligamento longitudinal posterior.,dataset_gcloud_llm+tts/378.wav
Foco de osteíte na epífise proximal da tíbia esquerda.,dataset_gcloud_llm+tts/379.wav
Fibrose no espaço intermuscular da coxa direita.,dataset_gcloud_llm+tts/380.wav
Microfraturas trabeculares no acetábulo.,dataset_gcloud_llm+tts/381.wav
Dilatação do espaço intramedular no fêmur.,dataset_gcloud_llm+tts/382.wav
Quisto ósseo multiloculado na escápula direita.,dataset_gcloud_llm+tts/383.wav
Sinais de sinovite ativa no joelho esquerdo.,dataset_gcloud_llm+tts/384.wav
Lesões císticas subcondrais pequenas no quadril.,dataset_gcloud_llm+tts/385.wav
Rotura parcial do tendão do quadríceps direito.,dataset_gcloud_llm+tts/386.wav
Deformidade exostótica no osso parietal.,dataset_gcloud_llm+tts/387.wav
Espessamento do periósteo na diáfise do úmero.,dataset_gcloud_llm+tts/388.wav
Lesão óssea expansiva no acetábulo esquerdo.,dataset_gcloud_llm+tts/389.wav
Erosões marginal nas articulações metatarsofalângicas.,dataset_gcloud_llm+tts/390.wav
Calcificações lineares no disco intervertebral.,dataset_gcloud_llm+tts/391.wav
Sinovite com derrame articular na articulação do tornozelo.,dataset_gcloud_llm+tts/392.wav
Erosões focais nas margens das vértebras cervicais.,dataset_gcloud_llm+tts/393.wav
Lesão compressiva no canal vertebral torácico.,dataset_gcloud_llm+tts/394.wav
Formação de osteófitos na borda acetabular.,dataset_gcloud_llm+tts/395.wav
Edema periósteo na diáfise do rádio.,dataset_gcloud_llm+tts/396.wav
Cistos subcondrais pequenos na articulação tíbiofibular.,dataset_gcloud_llm+tts/397.wav
Destruição articular severa no joelho direito.,dataset_gcloud_llm+tts/398.wav
Importante osteopenia difusa nos ossos longos.,dataset_gcloud_llm+tts/399.wav
Condrocalcinose na articulação metacarpo-falângica.,dataset_gcloud_llm+tts/400.wav
Sinal de alça de balde no menisco medial.,dataset_gcloud_llm+tts/401.wav
Deformidade em varo da articulação do joelho.,dataset_gcloud_llm+tts/402.wav
Espessamento generalizado da cápsula articular.,dataset_gcloud_llm+tts/403.wav
Pequenas áreas de necrose avascular no calcâneo.,dataset_gcloud_llm+tts/404.wav
Lesão lítica na asa do ílio direito.,dataset_gcloud_llm+tts/405.wav
Hipertrofia do ligamento amarelo na coluna lombar.,dataset_gcloud_llm+tts/406.wav
Formação cística pequena na diáfise da tíbia.,dataset_gcloud_llm+tts/407.wav
Sinais de artrose degenerativa na articulação sacroilíaca.,dataset_gcloud_llm+tts/408.wav
Lesão expansiva com bordo esclerótico na costela.,dataset_gcloud_llm+tts/409.wav
Pequeno foco de aumento de densidade óssea no úmero.,dataset_gcloud_llm+tts/410.wav
Calcificação linear na porção proximal do tendão do quadríceps.,dataset_gcloud_llm+tts/411.wav
Derrame peritendíneo na bainha do tendão extensor.,dataset_gcloud_llm+tts/412.wav
Pequeno cisto ósseo subcondral na articulação coxofemoral.,dataset_gcloud_llm+tts/413.wav
Ausência de sinais de lesão tumoral nos músculos.,dataset_gcloud_llm+tts/414.wav
Lesão erosiva na articulação esternoclavicular.,dataset_gcloud_llm+tts/415.wav
Irregularidade na superfície articular do quadril esquerdo.,dataset_gcloud_llm+tts/416.wav
Fratura completa do terço distal do úmero direito.,dataset_gcloud_llm+tts/417.wav
Derrame articular com cristais na articulação do cotovelo.,dataset_gcloud_llm+tts/418.wav
Lesão osteoblástica na diáfise do fêmur esquerdo.,dataset_gcloud_llm+tts/419.wav
Pequena área de desmineralização no colo femoral.,dataset_gcloud_llm+tts/420.wav
Erosões osuvaras na articulação metatarsofalângica.,dataset_gcloud_llm+tts/421.wav
Espessamento da porção proximal do tendão de Aquiles.,dataset_gcloud_llm+tts/422.wav
Sinais de tenossinovite crônica na articulação do punho.,dataset_gcloud_llm+tts/423.wav
Estenose do canal vertebral em nível L5-S1.,dataset_gcloud_llm+tts/424.wav
Lesão expansiva compatível com cisto ósseo no úmero.,dataset_gcloud_llm+tts/425.wav
Calcificação transmural da cápsula articular.,dataset_gcloud_llm+tts/426.wav
Edema na medula óssea do úmero proximal.,dataset_gcloud_llm+tts/427.wav
Sinais de artrose degenerativa no tornozelo.,dataset_gcloud_llm+tts/428.wav
Alteração estrutural compatível com exostose no fêmur.,dataset_gcloud_llm+tts/429.wav
Formação de cisto de inclusão na epífise proximal do rádio.,dataset_gcloud_llm+tts/430.wav
Encurtamento do espaço articular tíbio-astragalino.,dataset_gcloud_llm+tts/431.wav
Pequena fratura de compressão no platô tibial.,dataset_gcloud_llm+tts/432.wav
Osteopénia difusa no esqueleto axial.,dataset_gcloud_llm+tts/433.wav
Derrame articular volumoso na articulação do quadril.,dataset_gcloud_llm+tts/434.wav
Lesão compatível com tumor benigno no úmero esquerdo.,dataset_gcloud_llm+tts/435.wav
Calcificações pequenas na articulação do cotovelo.,dataset_gcloud_llm+tts/436.wav
Sinais de remodelação óssea na tíbia esquerda.,dataset_gcloud_llm+tts/437.wav
Erosões ósseas múltiplas na articulação do quadril.,dataset_gcloud_llm+tts/438.wav
Hipodensidade difusa na medula óssea do fêmur proximal.,dataset_gcloud_llm+tts/439.wav
Pequeno foco de fibrose na musculatura paravertebral.,dataset_gcloud_llm+tts/440.wav
Formação de osteófitos na articulação do ombro.,dataset_gcloud_llm+tts/441.wav
Erosões ósseas na articulação metacarpofalângica.,dataset_gcloud_llm+tts/442.wav
Pequena fratura de avulsão na crista ilíaca.,dataset_gcloud_llm+tts/443.wav
Sinais de degeneração meniscal no joelho direito.,dataset_gcloud_llm+tts/444.wav
Pequeno cisto intramedular no fêmur distal.,dataset_gcloud_llm+tts/445.wav
Espessamento do periósteo no úmero distal.,dataset_gcloud_llm+tts/446.wav
Lesão de contusão óssea no acetábulo.,dataset_gcloud_llm+tts/447.wav
Erosões focais no terço médio do rádio.,dataset_gcloud_llm+tts/448.wav
Fratura cominutiva no terço proximal do úmero.,dataset_gcloud_llm+tts/449.wav
Lesão hipodensa compatível com cisto ósseo no fêmur proximal.,dataset_gcloud_llm+tts/450.wav
Sinais de espondilolistese em nível L4-L5.,dataset_gcloud_llm+tts/451.wav
Espessamento da cápsula articular da articulação sacroilíaca.,dataset_gcloud_llm+tts/452.wav
Pequena área de descalcificação no osso subcondral.,dataset_gcloud_llm+tts/453.wav
Lesão erosiva na articulação coxofemoral.,dataset_gcloud_llm+tts/454.wav
Edema significativo na medula óssea do calcâneo.,dataset_gcloud_llm+tts/455.wav
Rotura parcial do ligamento colateral lateral do joelho.,dataset_gcloud_llm+tts/456.wav
Lesão osteocondral no côndilo femoral medial.,dataset_gcloud_llm+tts/457.wav
Pequeno foco de esclerose óssea na diáfise do úmero.,dataset_gcloud_llm+tts/458.wav
Desalinhamento articular com subluxação no joelho esquerdo.,dataset_gcloud_llm+tts/459.wav
Observa-se edema ósseo na região da tíbia proximal direita.,dataset_gcloud_llm+tts/460.wav
Há evidência de ruptura completa do ligamento cruzado anterior.,dataset_gcloud_llm+tts/461.wav
As imagens mostram sinais de degeneração articular acentuada no joelho esquerdo.,dataset_gcloud_llm+tts/462.wav
Notamos a presença de cisto de Baker na fossa poplítea.,dataset_gcloud_llm+tts/463.wav
Verifica-se descontinuidade no tendão do músculo supraespinhal.,dataset_gcloud_llm+tts/464.wav
As imagens revelam uma fratura por estresse na região do colo femoral.,dataset_gcloud_llm+tts/465.wav
Identificamos sinovite difusa no ombro direito.,dataset_gcloud_llm+tts/466.wav
O exame mostra sinais de condromalácia patelar grau 3.,dataset_gcloud_llm+tts/467.wav
Há um derrame articular significativo no tornozelo esquerdo.,dataset_gcloud_llm+tts/468.wav
"Foram notadas áreas de hipersinal no músculo adutor, sugestivas de lesão muscular.",dataset_gcloud_llm+tts/469.wav
A ressonância indica processos degenerativos nos discos intervertebrais lombares L4-L5.,dataset_gcloud_llm+tts/470.wav
Observa-se ruptura parcial do tendão de Aquiles direito.,dataset_gcloud_llm+tts/471.wav
Há múltiplos pequenos corpos livres intra-articulares no joelho.,dataset_gcloud_llm+tts/472.wav
As imagens indicam espessamento e fibrose do ligamento colateral medial.,dataset_gcloud_llm+tts/473.wav
Verifica-se sinais de osteomielite na diáfise do fêmur.,dataset_gcloud_llm+tts/474.wav
A ressonância magnética sugere presença de um lipoma intramuscular no quadríceps.,dataset_gcloud_llm+tts/475.wav
Identificamos a presença de osteófitos marginais na articulação coxofemoral.,dataset_gcloud_llm+tts/476.wav
Sinais de tendinose no tendão patelar são evidentes.,dataset_gcloud_llm+tts/477.wav
Há aumento do líquido sinovial com sinovite reativa no punho esquerdo.,dataset_gcloud_llm+tts/478.wav
Notam-se alterações císticas subcondrais no acetábulo.,dataset_gcloud_llm+tts/479.wav
As imagens revelam esclerose subcondral na extremidade distal do rádio.,dataset_gcloud_llm+tts/480.wav
Observa-se redução do espaço articular no quadril bilateral.,dataset_gcloud_llm+tts/481.wav
A ressonância magnética mostra sinais de entesopatia na inserção do tendão de Aquiles.,dataset_gcloud_llm+tts/482.wav
Foi identificada uma lesão expansiva compatível com um tumor de células gigantes na tíbia.,dataset_gcloud_llm+tts/483.wav
As imagens indicam presença de hemangioma vertebral em L2.,dataset_gcloud_llm+tts/484.wav
O exame revela sinais de inflamação na bursa subacromial.,dataset_gcloud_llm+tts/485.wav
Verifica-se evidência de sinostose entre os ossos do antebraço.,dataset_gcloud_llm+tts/486.wav
As sequências ponderadas em T2 mostram edema periosteal no fêmur distal.,dataset_gcloud_llm+tts/487.wav
A ressonância magnética sugere lesão de menisco medial no joelho direito.,dataset_gcloud_llm+tts/488.wav
Observa-se fibrose e espessamento do tecido sinovial no cotovelo direito.,dataset_gcloud_llm+tts/489.wav
Não há evidência de fratura nos ossos analisados.,dataset_gcloud_llm+tts/490.wav
As estruturas ósseas aparentam-se normais.,dataset_gcloud_llm+tts/491.wav
Estão presentes alterações degenerativas.,dataset_gcloud_llm+tts/492.wav
A densidade óssea é adequada para a idade.,dataset_gcloud_llm+tts/493.wav
Não há sinais de luxação.,dataset_gcloud_llm+tts/494.wav
A articulação está bem alinhada.,dataset_gcloud_llm+tts/495.wav
Há uma pequena área de esclerose óssea.,dataset_gcloud_llm+tts/496.wav
Observa-se leve redução do espaço articular.,dataset_gcloud_llm+tts/497.wav
Não há achados patológicos significativos.,dataset_gcloud_llm+tts/498.wav
O traço de fratura é visível.,dataset_gcloud_llm+tts/499.wav
A densidade pulmonar está dentro dos limites normais.,dataset_gcloud_llm+tts/500.wav
Os seios da face estão livres de opacificação.,dataset_gcloud_llm+tts/501.wav
O espaço intervertebral parece preservado.,dataset_gcloud_llm+tts/502.wav
Não há sinais de osteopenia.,dataset_gcloud_llm+tts/503.wav
Há sinais de osteoporose.,dataset_gcloud_llm+tts/504.wav
As margens ósseas são regulares.,dataset_gcloud_llm+tts/505.wav
A textura trabecular é homogênea.,dataset_gcloud_llm+tts/506.wav
Não há evidências de lesão lítica.,dataset_gcloud_llm+tts/507.wav
O contorno ósseo não apresenta irregularidades.,dataset_gcloud_llm+tts/508.wav
As costelas estão íntegras.,dataset_gcloud_llm+tts/509.wav
Há sinais de colapso vertebral.,dataset_gcloud_llm+tts/510.wav
Pequena hérnia de disco é observada.,dataset_gcloud_llm+tts/511.wav
A protrusão discal está presente.,dataset_gcloud_llm+tts/512.wav
Não se observam calcificações patológicas.,dataset_gcloud_llm+tts/513.wav
A silhueta cardíaca encontra-se aumentada.,dataset_gcloud_llm+tts/514.wav
O mediastino tem largura normal.,dataset_gcloud_llm+tts/515.wav
Não há derrame pleural visível.,dataset_gcloud_llm+tts/516.wav
O parênquima pulmonar aparenta-se normal.,dataset_gcloud_llm+tts/517.wav
Não há sinais de metástase óssea.,dataset_gcloud_llm+tts/518.wav
Observa-se escoliose leve.,dataset_gcloud_llm+tts/519.wav
A cifose está dentro do padrão esperado.,dataset_gcloud_llm+tts/520.wav
A lordose está preservada.,dataset_gcloud_llm+tts/521.wav
Não há sinais de osteoartrite.,dataset_gcloud_llm+tts/522.wav
Observa-se desgaste articular.,dataset_gcloud_llm+tts/523.wav
Não há sinais de inflamação óssea.,dataset_gcloud_llm+tts/524.wav
As extremidades ósseas são bem definidas.,dataset_gcloud_llm+tts/525.wav
Presença de pequeno cisto ósseo.,dataset_gcloud_llm+tts/526.wav
Granulação óssea está presente.,dataset_gcloud_llm+tts/527.wav
Fragmento ósseo é observado.,dataset_gcloud_llm+tts/528.wav
Há sinais de osteólise.,dataset_gcloud_llm+tts/529.wav
Observa-se calcificação vascular.,dataset_gcloud_llm+tts/530.wav
Não há sinais de pneumotórax.,dataset_gcloud_llm+tts/531.wav
O diafragma está bem delineado.,dataset_gcloud_llm+tts/532.wav
Não há massas pulmonares.,dataset_gcloud_llm+tts/533.wav
A clavícula está íntegra.,dataset_gcloud_llm+tts/534.wav
Há sinais de espondilite.,dataset_gcloud_llm+tts/535.wav
A superfície articular aparenta-se lisa.,dataset_gcloud_llm+tts/536.wav
Não há sinais de destruição óssea.,dataset_gcloud_llm+tts/537.wav
A densidade óssea é heterogênea.,dataset_gcloud_llm+tts/538.wav
Observa-se pequena lesão osteocondral.,dataset_gcloud_llm+tts/539.wav
A acromion tem contorno regular.,dataset_gcloud_llm+tts/540.wav
Observa-se discreta esclerose subcondral.,dataset_gcloud_llm+tts/541.wav
Sem sinais de erosão óssea.,dataset_gcloud_llm+tts/542.wav
A cartilagem articular é fina.,dataset_gcloud_llm+tts/543.wav
Não há desvio do septo nasal.,dataset_gcloud_llm+tts/544.wav
Os corpos vertebrais estão alinhados.,dataset_gcloud_llm+tts/545.wav
A translucência pulmonar é normal.,dataset_gcloud_llm+tts/546.wav
Não há sinais de arreia reticular.,dataset_gcloud_llm+tts/547.wav
Há sinais de osteocondroma.,dataset_gcloud_llm+tts/548.wav
O espaço intercostal é preservado.,dataset_gcloud_llm+tts/549.wav
Os arcos costais são regulares.,dataset_gcloud_llm+tts/550.wav
Observa-se discreta hipotransparência pulmonar.,dataset_gcloud_llm+tts/551.wav
Observa-se espessamento pleural.,dataset_gcloud_llm+tts/552.wav
Sem evidência de derrame pericárdico.,dataset_gcloud_llm+tts/553.wav
A traqueia está centralizada.,dataset_gcloud_llm+tts/554.wav
Não há sinais de anquilose.,dataset_gcloud_llm+tts/555.wav
Observa-se fragmento ósseo deslocado.,dataset_gcloud_llm+tts/556.wav
Não há sinais de neoplasia óssea.,dataset_gcloud_llm+tts/557.wav
A cavidade nasal está livre.,dataset_gcloud_llm+tts/558.wav
A articulação é congruente.,dataset_gcloud_llm+tts/559.wav
Observa-se ligeira osteofitose.,dataset_gcloud_llm+tts/560.wav
Não há sinais de lesão medular.,dataset_gcloud_llm+tts/561.wav
Observa-se diminuição do espaço intervertebral.,dataset_gcloud_llm+tts/562.wav
Não há sinais de doença pulmonar intersticial.,dataset_gcloud_llm+tts/563.wav
Não há evidências de deformidade óssea.,dataset_gcloud_llm+tts/564.wav
Os seios maxilares estão arejados.,dataset_gcloud_llm+tts/565.wav
Observa-se artrose.,dataset_gcloud_llm+tts/566.wav
O tecido ósseo aparenta-se normal.,dataset_gcloud_llm+tts/567.wav
Os ligamentos são bem visualizados.,dataset_gcloud_llm+tts/568.wav
Não há sinais de edema medular.,dataset_gcloud_llm+tts/569.wav
A densidade óssea é diminuída.,dataset_gcloud_llm+tts/570.wav
Observa-se aumento da transparência pulmonar.,dataset_gcloud_llm+tts/571.wav
A diáfise óssea está íntegra.,dataset_gcloud_llm+tts/572.wav
Observa-se pequena área de osteoesclerose.,dataset_gcloud_llm+tts/573.wav
Não há sinais de osteomielite.,dataset_gcloud_llm+tts/574.wav
Observa-se discreta osteoartrose.,dataset_gcloud_llm+tts/575.wav
A arquitetura trabecular é preservada.,dataset_gcloud_llm+tts/576.wav
O contorno diafragmático está nítido.,dataset_gcloud_llm+tts/577.wav
Não há sinais de broncopneumonia.,dataset_gcloud_llm+tts/578.wav
Observa-se leve hipertrofia óssea.,dataset_gcloud_llm+tts/579.wav
As margens articulares são regulares.,dataset_gcloud_llm+tts/580.wav
Observa-se ligeiro desvio da coluna.,dataset_gcloud_llm+tts/581.wav
Não há sinais de consolidação óssea.,dataset_gcloud_llm+tts/582.wav
Pequena fratura está presente.,dataset_gcloud_llm+tts/583.wav
Não há evidências de linfonodomegalia.,dataset_gcloud_llm+tts/584.wav
A cavidade pleural está livre.,dataset_gcloud_llm+tts/585.wav
Observa-se lesão periférica.,dataset_gcloud_llm+tts/586.wav
Não há sinais de tuberculose óssea.,dataset_gcloud_llm+tts/587.wav
A fratura está consolidada.,dataset_gcloud_llm+tts/588.wav
As arcadas dentárias não apresentam anomalias.,dataset_gcloud_llm+tts/589.wav
A base do crânio é bem visualizada.,dataset_gcloud_llm+tts/590.wav
Não há sinais de periosteíte.,dataset_gcloud_llm+tts/591.wav
O canal medular é amplo.,dataset_gcloud_llm+tts/592.wav
Observa-se discreta erosão marginal.,dataset_gcloud_llm+tts/593.wav
A superfície articular é contínua.,dataset_gcloud_llm+tts/594.wav
Não há sinais de fratura patológica.,dataset_gcloud_llm+tts/595.wav
A densidade óssea é homogênea.,dataset_gcloud_llm+tts/596.wav
Não há evidências de infiltração óssea.,dataset_gcloud_llm+tts/597.wav
Observa-se aumento do espaço articular.,dataset_gcloud_llm+tts/598.wav
O ângulo costal está preservado.,dataset_gcloud_llm+tts/599.wav
Não há sinais de dispneia.,dataset_gcloud_llm+tts/600.wav
Observa-se redução da densidade óssea.,dataset_gcloud_llm+tts/601.wav
A estrutura trabecular é regular.,dataset_gcloud_llm+tts/602.wav
Não há sinais de lesão osteoblástica.,dataset_gcloud_llm+tts/603.wav
O contorno do ilíaco é nítido.,dataset_gcloud_llm+tts/604.wav
Observa-se discreta irregularidade cortical.,dataset_gcloud_llm+tts/605.wav
A articulação acromioclavicular está preservada.,dataset_gcloud_llm+tts/606.wav
Não há sinais de osteodistrofia.,dataset_gcloud_llm+tts/607.wav
Os seios paranasais estão livres.,dataset_gcloud_llm+tts/608.wav
Observa-se leve osteoesclerose.,dataset_gcloud_llm+tts/609.wav
Os tecidos moles são bem visualizados.,dataset_gcloud_llm+tts/610.wav
Não há sinais de deslocamento articular.,dataset_gcloud_llm+tts/611.wav
Observa-se arco costal fraturado.,dataset_gcloud_llm+tts/612.wav
Não há evidências de comprometimento ósseo.,dataset_gcloud_llm+tts/613.wav
O contorno da pelve é regular.,dataset_gcloud_llm+tts/614.wav
Observa-se discreta osteocondrose.,dataset_gcloud_llm+tts/615.wav
Não há sinais de necrose óssea.,dataset_gcloud_llm+tts/616.wav
O espaço vertebral é uniforme.,dataset_gcloud_llm+tts/617.wav
Observa-se lesão hiperdensa.,dataset_gcloud_llm+tts/618.wav
Não há sinais de colapso discal.,dataset_gcloud_llm+tts/619.wav
A densidade óssea é adequada.,dataset_gcloud_llm+tts/620.wav
Observa-se pequena fissura óssea.,dataset_gcloud_llm+tts/621.wav
Não há evidências de cisto ósseo.,dataset_gcloud_llm+tts/622.wav
A cavidade articular é bem definida.,dataset_gcloud_llm+tts/623.wav
Não há sinais de sarcoma ósseo.,dataset_gcloud_llm+tts/624.wav
Observa-se área de rarefação óssea.,dataset_gcloud_llm+tts/625.wav
Os arcos costais são simétricos.,dataset_gcloud_llm+tts/626.wav
A concavidade diafragmática é uniforme.,dataset_gcloud_llm+tts/627.wav
Não há evidência de infiltração medular.,dataset_gcloud_llm+tts/628.wav
Observa-se discreta deformidade vertebral.,dataset_gcloud_llm+tts/629.wav
A largura vertebral está preservada.,dataset_gcloud_llm+tts/630.wav
Não há sinais de estenose espinhal.,dataset_gcloud_llm+tts/631.wav
Observa-se leve hiperostose.,dataset_gcloud_llm+tts/632.wav
Não há sinais de comprometimento pleural.,dataset_gcloud_llm+tts/633.wav
Observa-se discreta remodelação óssea.,dataset_gcloud_llm+tts/634.wav
A densidade trabecular é homogênea.,dataset_gcloud_llm+tts/635.wav
Não há evidência de osteocondroma.,dataset_gcloud_llm+tts/636.wav
O espaço interdiscal está preservado.,dataset_gcloud_llm+tts/637.wav
Observa-se pequena esclerose periarticular.,dataset_gcloud_llm+tts/638.wav
Não há sinais de hemorragia pleural.,dataset_gcloud_llm+tts/639.wav
O contorno costal é regular.,dataset_gcloud_llm+tts/640.wav
Observa-se leve contratura articular.,dataset_gcloud_llm+tts/641.wav
Não há evidências de osteogênese imperfeita.,dataset_gcloud_llm+tts/642.wav
A cavidade torácica está livre.,dataset_gcloud_llm+tts/643.wav
Observa-se discreta hiperlucência pulmonar.,dataset_gcloud_llm+tts/644.wav
Não há sinais de pneumonite.,dataset_gcloud_llm+tts/645.wav
A margem óssea é contínua.,dataset_gcloud_llm+tts/646.wav
Observa-se leve desvio vertebral.,dataset_gcloud_llm+tts/647.wav
Não há sinais de neoplasia pulmonar.,dataset_gcloud_llm+tts/648.wav
O canal vertebral é simétrico.,dataset_gcloud_llm+tts/649.wav
Observa-se espessamento cortical ósseo.,dataset_gcloud_llm+tts/650.wav
Não há evidências de osteomalácia.,dataset_gcloud_llm+tts/651.wav
A parênquima pulmonar é homogênea.,dataset_gcloud_llm+tts/652.wav
Observa-se discreta osteoclerose.,dataset_gcloud_llm+tts/653.wav
Não há sinais de fibrose pulmonar.,dataset_gcloud_llm+tts/654.wav
O contorno do úmero é regular.,dataset_gcloud_llm+tts/655.wav
Observa-se pequena exostose.,dataset_gcloud_llm+tts/656.wav
Não há sinais de osteonecrose.,dataset_gcloud_llm+tts/657.wav
O espaço articular está bem preservado.,dataset_gcloud_llm+tts/658.wav
Observa-se pequena osteofibrose.,dataset_gcloud_llm+tts/659.wav
Não há evidências de comprometimento diafragmático.,dataset_gcloud_llm+tts/660.wav
O tecido ósseo é uniforme.,dataset_gcloud_llm+tts/661.wav
Observa-se discreta irregularidade trabecular.,dataset_gcloud_llm+tts/662.wav
Não há lesões osteolíticas visíveis.,dataset_gcloud_llm+tts/663.wav
A cartilagem costal está íntegra.,dataset_gcloud_llm+tts/664.wav
Observa-se pequena osteopenia.,dataset_gcloud_llm+tts/665.wav
Não há sinais de osteomielite crônica.,dataset_gcloud_llm+tts/666.wav
A cavidade nasal é permeável.,dataset_gcloud_llm+tts/667.wav
Observa-se discreta hipotransparência óssea.,dataset_gcloud_llm+tts/668.wav
Não há sinais de anomalia crânio-facial.,dataset_gcloud_llm+tts/669.wav
A densidade óssea é elevada.,dataset_gcloud_llm+tts/670.wav
Observa-se discreta irregularidade vertebral.,dataset_gcloud_llm+tts/671.wav
Não há evidências de osteossarcoma.,dataset_gcloud_llm+tts/672.wav
O espaço discal é uniforme.,dataset_gcloud_llm+tts/673.wav
Observa-se leve desvio costal.,dataset_gcloud_llm+tts/674.wav
Não há evidências de bronquiectasia.,dataset_gcloud_llm+tts/675.wav
O contorno lombar é preservado.,dataset_gcloud_llm+tts/676.wav
Observa-se discreta osteocondritis.,dataset_gcloud_llm+tts/677.wav
Não há sinais de fratura vertebral.,dataset_gcloud_llm+tts/678.wav
O espaço articular é amplo.,dataset_gcloud_llm+tts/679.wav
Observa-se leve hipotransparência articular.,dataset_gcloud_llm+tts/680.wav
Não há sinais de hiperostose.,dataset_gcloud_llm+tts/681.wav
O contorno vertebral está preservado.,dataset_gcloud_llm+tts/682.wav
Observa-se leve hiperdensidade óssea.,dataset_gcloud_llm+tts/683.wav
Não há evidências de pneumomediastino.,dataset_gcloud_llm+tts/684.wav
O canal medular é regular.,dataset_gcloud_llm+tts/685.wav
Observa-se discreta irregularidade óssea.,dataset_gcloud_llm+tts/686.wav
Não há sinais de osteocondromatose.,dataset_gcloud_llm+tts/687.wav
A densidade trabecular é homogênea.,dataset_gcloud_llm+tts/688.wav
Observa-se pequena fratura subcondral.,dataset_gcloud_llm+tts/689.wav
Não há sinais de artrite psoriática.,dataset_gcloud_llm+tts/690.wav
A cavidade torácica aparenta-se normal.,dataset_gcloud_llm+tts/691.wav
Observa-se discreta irregularidade cortical.,dataset_gcloud_llm+tts/692.wav
Não há sinais de calcificação pleural.,dataset_gcloud_llm+tts/693.wav
O contorno pélvico está preservado.,dataset_gcloud_llm+tts/694.wav
Observa-se área de esclerose óssea.,dataset_gcloud_llm+tts/695.wav
Não há evidências de fibrose cística.,dataset_gcloud_llm+tts/696.wav
A densidade óssea é normal.,dataset_gcloud_llm+tts/697.wav
Observa-se pequena erosão óssea.,dataset_gcloud_llm+tts/698.wav
Não há sinais de doença pulmonar obstrutiva.,dataset_gcloud_llm+tts/699.wav
Presença de discreta opacidade nos campos pulmonares superiores.,dataset_gcloud_llm+tts/700.wav
Calcificações arteriais observadas na aorta abdominal.,dataset_gcloud_llm+tts/701.wav
"Densidade aumentada na região do baço, sugerindo esplenomegalia.",dataset_gcloud_llm+tts/702.wav
Achado de nódulo pulmonar no lobo inferior direito.,dataset_gcloud_llm+tts/703.wav
Presença de derrame pleural à direita.,dataset_gcloud_llm+tts/704.wav
Lesão hipodensa no fígado compatível com hemangioma.,dataset_gcloud_llm+tts/705.wav
Ausência de linfonodos aumentados no mediastino.,dataset_gcloud_llm+tts/706.wav
Evidência de fratura na tíbia proximal.,dataset_gcloud_llm+tts/707.wav
"Espessamento da parede do intestino delgado, sugerindo enterite.",dataset_gcloud_llm+tts/708.wav
"Cisto renal de padrão benigno, sem sinais de complicações.",dataset_gcloud_llm+tts/709.wav
Hiperplasia da glândula adrenal esquerda.,dataset_gcloud_llm+tts/710.wav
Redução da densidade óssea compatível com osteoporose.,dataset_gcloud_llm+tts/711.wav
"Achado de colelitíase, sem sinais de colecistite.",dataset_gcloud_llm+tts/712.wav
Imagem compatível com apendicite aguda.,dataset_gcloud_llm+tts/713.wav
Segmento de aorta abdominal com aneurisma.,dataset_gcloud_llm+tts/714.wav
Aumento do volume do ventrículo esquerdo.,dataset_gcloud_llm+tts/715.wav
Discreta hepatomegalia observada.,dataset_gcloud_llm+tts/716.wav
