transcription,audio_path
Hipointensidade difusa na medula óssea do úmero esquerdo.,dataset_elevenlabs_llm+tts/331.mp3
Importante redução da amplitude articular do ombro direito.,dataset_elevenlabs_llm+tts/332.mp3
Rotura total do tendão do bíceps braquial esquerdo.,dataset_elevenlabs_llm+tts/333.mp3
Lesão cística benigna na extremidade proximal da tíbia.,dataset_elevenlabs_llm+tts/334.mp3
Calcificações puntiformes no tendão do quadríceps.,dataset_elevenlabs_llm+tts/335.mp3
Importante hipertrofia dos músculos paravertebrais.,dataset_elevenlabs_llm+tts/336.mp3
Retração do músculo supraespinhal com atrofia gordurosa.,dataset_elevenlabs_llm+tts/337.mp3
Fibrose intra-articular na articulação coxofemoral direita.,dataset_elevenlabs_llm+tts/338.mp3
Lesão óssea com bordas escleróticas no rádio distal esquerdo.,dataset_elevenlabs_llm+tts/339.mp3
Presença de corpos livres na cavidade articular do tornozelo direito.,dataset_elevenlabs_llm+tts/340.mp3
Pequenas erosões corticais no calcâneo.,dataset_elevenlabs_llm+tts/341.mp3
Evidências de síndrome compartimental aguda na perna esquerda.,dataset_elevenlabs_llm+tts/342.mp3
Lesão osteocondral no tálus direito.,dataset_elevenlabs_llm+tts/343.mp3
Alterações compatíveis com espondiloartropatia anquilosante.,dataset_elevenlabs_llm+tts/344.mp3
Pequenas áreas de irregularidade na superfície do acetábulo.,dataset_elevenlabs_llm+tts/345.mp3
Lesão expansiva no sacro com sinais de agressividade.,dataset_elevenlabs_llm+tts/346.mp3
Sinais de tenossinovite do tendão flexor dos dedos.,dataset_elevenlabs_llm+tts/347.mp3
Pequeno derrame peritendíneo no tendão de Aquiles esquerdo.,dataset_elevenlabs_llm+tts/348.mp3
Espessamento periósteo na diáfise do fêmur.,dataset_elevenlabs_llm+tts/349.mp3
Contornos irregulares na superfície articular do quadril direito.,dataset_elevenlabs_llm+tts/350.mp3
Presença de cisto ósseo simples no metacarpo.,dataset_elevenlabs_llm+tts/351.mp3
Lesão hipodensa no osso temporário direito.,dataset_elevenlabs_llm+tts/352.mp3
Imagem osteoblástica na escápula esquerda.,dataset_elevenlabs_llm+tts/353.mp3
Áreas de rarefação óssea no crânio.,dataset_elevenlabs_llm+tts/354.mp3
Divergência articular nos metatarsos.,dataset_elevenlabs_llm+tts/355.mp3
Proeminência óssea na coluna vertebral torácica.,dataset_elevenlabs_llm+tts/356.mp3
Osteocondromatose sinovial no cotovelo.,dataset_elevenlabs_llm+tts/357.mp3
Sinais de capsulite adesiva do ombro esquerdo.,dataset_elevenlabs_llm+tts/358.mp3
Rotura parcial do músculo gastrocnêmio medial.,dataset_elevenlabs_llm+tts/359.mp3
Estreitamento da fenda articular do joelho esquerdo.,dataset_elevenlabs_llm+tts/360.mp3
Espessamento da cápsula articular na articulação do cotovelo.,dataset_elevenlabs_llm+tts/361.mp3
Pequena lesão trabecular no calcâneo esquerdo.,dataset_elevenlabs_llm+tts/362.mp3
Formação de esporão no calcâneo direito.,dataset_elevenlabs_llm+tts/363.mp3
Sinais de degeneração discal nos níveis T8-T9.,dataset_elevenlabs_llm+tts/364.mp3
Lesão hiperecogênica compatível com tendinopatia calcária.,dataset_elevenlabs_llm+tts/365.mp3
Fratura avulsão do maléolo lateral direito.,dataset_elevenlabs_llm+tts/366.mp3
Sinovite crônica na articulação metacarpofalângica.,dataset_elevenlabs_llm+tts/367.mp3
Fibrose periarticular na articulação do quadril esquerdo.,dataset_elevenlabs_llm+tts/368.mp3
Cisto ósseo aneurismático no fêmur proximal.,dataset_elevenlabs_llm+tts/369.mp3
Pequena fratura por avulsão na falange distal.,dataset_elevenlabs_llm+tts/370.mp3
Lesão compatível com tumor de células gigantes no rádio.,dataset_elevenlabs_llm+tts/371.mp3
Rotura completa do ligamento cruzado posterior.,dataset_elevenlabs_llm+tts/372.mp3
Osteoartrose avançada na articulação do joelho direito.,dataset_elevenlabs_llm+tts/373.mp3
Sinais de esclerose subcondral nos ossos do pé.,dataset_elevenlabs_llm+tts/374.mp3
Edema significativo no tecido adiposo perimuscular.,dataset_elevenlabs_llm+tts/375.mp3
Luxação posterior da articulação do ombro esquerdo.,dataset_elevenlabs_llm+tts/376.mp3
Erosão cortical na margem do púbis.,dataset_elevenlabs_llm+tts/377.mp3
Espessamento do ligamento longitudinal posterior.,dataset_elevenlabs_llm+tts/378.mp3
Foco de osteíte na epífise proximal da tíbia esquerda.,dataset_elevenlabs_llm+tts/379.mp3
Fibrose no espaço intermuscular da coxa direita.,dataset_elevenlabs_llm+tts/380.mp3
Microfraturas trabeculares no acetábulo.,dataset_elevenlabs_llm+tts/381.mp3
Dilatação do espaço intramedular no fêmur.,dataset_elevenlabs_llm+tts/382.mp3
Quisto ósseo multiloculado na escápula direita.,dataset_elevenlabs_llm+tts/383.mp3
Sinais de sinovite ativa no joelho esquerdo.,dataset_elevenlabs_llm+tts/384.mp3
Lesões císticas subcondrais pequenas no quadril.,dataset_elevenlabs_llm+tts/385.mp3
Rotura parcial do tendão do quadríceps direito.,dataset_elevenlabs_llm+tts/386.mp3
Deformidade exostótica no osso parietal.,dataset_elevenlabs_llm+tts/387.mp3
Espessamento do periósteo na diáfise do úmero.,dataset_elevenlabs_llm+tts/388.mp3
Lesão óssea expansiva no acetábulo esquerdo.,dataset_elevenlabs_llm+tts/389.mp3
Erosões marginal nas articulações metatarsofalângicas.,dataset_elevenlabs_llm+tts/390.mp3
Calcificações lineares no disco intervertebral.,dataset_elevenlabs_llm+tts/391.mp3
Sinovite com derrame articular na articulação do tornozelo.,dataset_elevenlabs_llm+tts/392.mp3
Erosões focais nas margens das vértebras cervicais.,dataset_elevenlabs_llm+tts/393.mp3
Lesão compressiva no canal vertebral torácico.,dataset_elevenlabs_llm+tts/394.mp3
Formação de osteófitos na borda acetabular.,dataset_elevenlabs_llm+tts/395.mp3
Edema periósteo na diáfise do rádio.,dataset_elevenlabs_llm+tts/396.mp3
Cistos subcondrais pequenos na articulação tíbiofibular.,dataset_elevenlabs_llm+tts/397.mp3
Destruição articular severa no joelho direito.,dataset_elevenlabs_llm+tts/398.mp3
Importante osteopenia difusa nos ossos longos.,dataset_elevenlabs_llm+tts/399.mp3
Condrocalcinose na articulação metacarpo-falângica.,dataset_elevenlabs_llm+tts/400.mp3
Sinal de alça de balde no menisco medial.,dataset_elevenlabs_llm+tts/401.mp3
Deformidade em varo da articulação do joelho.,dataset_elevenlabs_llm+tts/402.mp3
Espessamento generalizado da cápsula articular.,dataset_elevenlabs_llm+tts/403.mp3
Pequenas áreas de necrose avascular no calcâneo.,dataset_elevenlabs_llm+tts/404.mp3
Lesão lítica na asa do ílio direito.,dataset_elevenlabs_llm+tts/405.mp3
Hipertrofia do ligamento amarelo na coluna lombar.,dataset_elevenlabs_llm+tts/406.mp3
Formação cística pequena na diáfise da tíbia.,dataset_elevenlabs_llm+tts/407.mp3
Sinais de artrose degenerativa na articulação sacroilíaca.,dataset_elevenlabs_llm+tts/408.mp3
Lesão expansiva com bordo esclerótico na costela.,dataset_elevenlabs_llm+tts/409.mp3
Pequeno foco de aumento de densidade óssea no úmero.,dataset_elevenlabs_llm+tts/410.mp3
Calcificação linear na porção proximal do tendão do quadríceps.,dataset_elevenlabs_llm+tts/411.mp3
Derrame peritendíneo na bainha do tendão extensor.,dataset_elevenlabs_llm+tts/412.mp3
Pequeno cisto ósseo subcondral na articulação coxofemoral.,dataset_elevenlabs_llm+tts/413.mp3
Ausência de sinais de lesão tumoral nos músculos.,dataset_elevenlabs_llm+tts/414.mp3
Lesão erosiva na articulação esternoclavicular.,dataset_elevenlabs_llm+tts/415.mp3
Irregularidade na superfície articular do quadril esquerdo.,dataset_elevenlabs_llm+tts/416.mp3
Fratura completa do terço distal do úmero direito.,dataset_elevenlabs_llm+tts/417.mp3
Derrame articular com cristais na articulação do cotovelo.,dataset_elevenlabs_llm+tts/418.mp3
Lesão osteoblástica na diáfise do fêmur esquerdo.,dataset_elevenlabs_llm+tts/419.mp3
Pequena área de desmineralização no colo femoral.,dataset_elevenlabs_llm+tts/420.mp3
Erosões osuvaras na articulação metatarsofalângica.,dataset_elevenlabs_llm+tts/421.mp3
Espessamento da porção proximal do tendão de Aquiles.,dataset_elevenlabs_llm+tts/422.mp3
Sinais de tenossinovite crônica na articulação do punho.,dataset_elevenlabs_llm+tts/423.mp3
Estenose do canal vertebral em nível L5-S1.,dataset_elevenlabs_llm+tts/424.mp3
Lesão expansiva compatível com cisto ósseo no úmero.,dataset_elevenlabs_llm+tts/425.mp3
Calcificação transmural da cápsula articular.,dataset_elevenlabs_llm+tts/426.mp3
Edema na medula óssea do úmero proximal.,dataset_elevenlabs_llm+tts/427.mp3
Sinais de artrose degenerativa no tornozelo.,dataset_elevenlabs_llm+tts/428.mp3
Alteração estrutural compatível com exostose no fêmur.,dataset_elevenlabs_llm+tts/429.mp3
Formação de cisto de inclusão na epífise proximal do rádio.,dataset_elevenlabs_llm+tts/430.mp3
Encurtamento do espaço articular tíbio-astragalino.,dataset_elevenlabs_llm+tts/431.mp3
Pequena fratura de compressão no platô tibial.,dataset_elevenlabs_llm+tts/432.mp3
Osteopénia difusa no esqueleto axial.,dataset_elevenlabs_llm+tts/433.mp3
Derrame articular volumoso na articulação do quadril.,dataset_elevenlabs_llm+tts/434.mp3
Lesão compatível com tumor benigno no úmero esquerdo.,dataset_elevenlabs_llm+tts/435.mp3
Calcificações pequenas na articulação do cotovelo.,dataset_elevenlabs_llm+tts/436.mp3
Sinais de remodelação óssea na tíbia esquerda.,dataset_elevenlabs_llm+tts/437.mp3
Erosões ósseas múltiplas na articulação do quadril.,dataset_elevenlabs_llm+tts/438.mp3
Hipodensidade difusa na medula óssea do fêmur proximal.,dataset_elevenlabs_llm+tts/439.mp3
Pequeno foco de fibrose na musculatura paravertebral.,dataset_elevenlabs_llm+tts/440.mp3
Formação de osteófitos na articulação do ombro.,dataset_elevenlabs_llm+tts/441.mp3
Erosões ósseas na articulação metacarpofalângica.,dataset_elevenlabs_llm+tts/442.mp3
Pequena fratura de avulsão na crista ilíaca.,dataset_elevenlabs_llm+tts/443.mp3
Sinais de degeneração meniscal no joelho direito.,dataset_elevenlabs_llm+tts/444.mp3
Pequeno cisto intramedular no fêmur distal.,dataset_elevenlabs_llm+tts/445.mp3
Espessamento do periósteo no úmero distal.,dataset_elevenlabs_llm+tts/446.mp3
Lesão de contusão óssea no acetábulo.,dataset_elevenlabs_llm+tts/447.mp3
Erosões focais no terço médio do rádio.,dataset_elevenlabs_llm+tts/448.mp3
Fratura cominutiva no terço proximal do úmero.,dataset_elevenlabs_llm+tts/449.mp3
Lesão hipodensa compatível com cisto ósseo no fêmur proximal.,dataset_elevenlabs_llm+tts/450.mp3
Sinais de espondilolistese em nível L4-L5.,dataset_elevenlabs_llm+tts/451.mp3
Espessamento da cápsula articular da articulação sacroilíaca.,dataset_elevenlabs_llm+tts/452.mp3
Pequena área de descalcificação no osso subcondral.,dataset_elevenlabs_llm+tts/453.mp3
Lesão erosiva na articulação coxofemoral.,dataset_elevenlabs_llm+tts/454.mp3
Edema significativo na medula óssea do calcâneo.,dataset_elevenlabs_llm+tts/455.mp3
Rotura parcial do ligamento colateral lateral do joelho.,dataset_elevenlabs_llm+tts/456.mp3
Lesão osteocondral no côndilo femoral medial.,dataset_elevenlabs_llm+tts/457.mp3
Pequeno foco de esclerose óssea na diáfise do úmero.,dataset_elevenlabs_llm+tts/458.mp3
Desalinhamento articular com subluxação no joelho esquerdo.,dataset_elevenlabs_llm+tts/459.mp3
Observa-se edema ósseo na região da tíbia proximal direita.,dataset_elevenlabs_llm+tts/460.mp3
Há evidência de ruptura completa do ligamento cruzado anterior.,dataset_elevenlabs_llm+tts/461.mp3
As imagens mostram sinais de degeneração articular acentuada no joelho esquerdo.,dataset_elevenlabs_llm+tts/462.mp3
Notamos a presença de cisto de Baker na fossa poplítea.,dataset_elevenlabs_llm+tts/463.mp3
Verifica-se descontinuidade no tendão do músculo supraespinhal.,dataset_elevenlabs_llm+tts/464.mp3
As imagens revelam uma fratura por estresse na região do colo femoral.,dataset_elevenlabs_llm+tts/465.mp3
Identificamos sinovite difusa no ombro direito.,dataset_elevenlabs_llm+tts/466.mp3
O exame mostra sinais de condromalácia patelar grau 3.,dataset_elevenlabs_llm+tts/467.mp3
Há um derrame articular significativo no tornozelo esquerdo.,dataset_elevenlabs_llm+tts/468.mp3
"Foram notadas áreas de hipersinal no músculo adutor, sugestivas de lesão muscular.",dataset_elevenlabs_llm+tts/469.mp3
A ressonância indica processos degenerativos nos discos intervertebrais lombares L4-L5.,dataset_elevenlabs_llm+tts/470.mp3
Observa-se ruptura parcial do tendão de Aquiles direito.,dataset_elevenlabs_llm+tts/471.mp3
Há múltiplos pequenos corpos livres intra-articulares no joelho.,dataset_elevenlabs_llm+tts/472.mp3
As imagens indicam espessamento e fibrose do ligamento colateral medial.,dataset_elevenlabs_llm+tts/473.mp3
Verifica-se sinais de osteomielite na diáfise do fêmur.,dataset_elevenlabs_llm+tts/474.mp3
A ressonância magnética sugere presença de um lipoma intramuscular no quadríceps.,dataset_elevenlabs_llm+tts/475.mp3
Identificamos a presença de osteófitos marginais na articulação coxofemoral.,dataset_elevenlabs_llm+tts/476.mp3
Sinais de tendinose no tendão patelar são evidentes.,dataset_elevenlabs_llm+tts/477.mp3
Há aumento do líquido sinovial com sinovite reativa no punho esquerdo.,dataset_elevenlabs_llm+tts/478.mp3
Notam-se alterações císticas subcondrais no acetábulo.,dataset_elevenlabs_llm+tts/479.mp3
As imagens revelam esclerose subcondral na extremidade distal do rádio.,dataset_elevenlabs_llm+tts/480.mp3
Observa-se redução do espaço articular no quadril bilateral.,dataset_elevenlabs_llm+tts/481.mp3
A ressonância magnética mostra sinais de entesopatia na inserção do tendão de Aquiles.,dataset_elevenlabs_llm+tts/482.mp3
Foi identificada uma lesão expansiva compatível com um tumor de células gigantes na tíbia.,dataset_elevenlabs_llm+tts/483.mp3
As imagens indicam presença de hemangioma vertebral em L2.,dataset_elevenlabs_llm+tts/484.mp3
O exame revela sinais de inflamação na bursa subacromial.,dataset_elevenlabs_llm+tts/485.mp3
Verifica-se evidência de sinostose entre os ossos do antebraço.,dataset_elevenlabs_llm+tts/486.mp3
As sequências ponderadas em T2 mostram edema periosteal no fêmur distal.,dataset_elevenlabs_llm+tts/487.mp3
A ressonância magnética sugere lesão de menisco medial no joelho direito.,dataset_elevenlabs_llm+tts/488.mp3
Observa-se fibrose e espessamento do tecido sinovial no cotovelo direito.,dataset_elevenlabs_llm+tts/489.mp3
Não há evidência de fratura nos ossos analisados.,dataset_elevenlabs_llm+tts/490.mp3
As estruturas ósseas aparentam-se normais.,dataset_elevenlabs_llm+tts/491.mp3
Estão presentes alterações degenerativas.,dataset_elevenlabs_llm+tts/492.mp3
A densidade óssea é adequada para a idade.,dataset_elevenlabs_llm+tts/493.mp3
Não há sinais de luxação.,dataset_elevenlabs_llm+tts/494.mp3
A articulação está bem alinhada.,dataset_elevenlabs_llm+tts/495.mp3
Há uma pequena área de esclerose óssea.,dataset_elevenlabs_llm+tts/496.mp3
Observa-se leve redução do espaço articular.,dataset_elevenlabs_llm+tts/497.mp3
Não há achados patológicos significativos.,dataset_elevenlabs_llm+tts/498.mp3
O traço de fratura é visível.,dataset_elevenlabs_llm+tts/499.mp3
A densidade pulmonar está dentro dos limites normais.,dataset_elevenlabs_llm+tts/500.mp3
Os seios da face estão livres de opacificação.,dataset_elevenlabs_llm+tts/501.mp3
O espaço intervertebral parece preservado.,dataset_elevenlabs_llm+tts/502.mp3
Não há sinais de osteopenia.,dataset_elevenlabs_llm+tts/503.mp3
Há sinais de osteoporose.,dataset_elevenlabs_llm+tts/504.mp3
As margens ósseas são regulares.,dataset_elevenlabs_llm+tts/505.mp3
A textura trabecular é homogênea.,dataset_elevenlabs_llm+tts/506.mp3
Não há evidências de lesão lítica.,dataset_elevenlabs_llm+tts/507.mp3
O contorno ósseo não apresenta irregularidades.,dataset_elevenlabs_llm+tts/508.mp3
As costelas estão íntegras.,dataset_elevenlabs_llm+tts/509.mp3
Há sinais de colapso vertebral.,dataset_elevenlabs_llm+tts/510.mp3
Pequena hérnia de disco é observada.,dataset_elevenlabs_llm+tts/511.mp3
A protrusão discal está presente.,dataset_elevenlabs_llm+tts/512.mp3
Não se observam calcificações patológicas.,dataset_elevenlabs_llm+tts/513.mp3
A silhueta cardíaca encontra-se aumentada.,dataset_elevenlabs_llm+tts/514.mp3
O mediastino tem largura normal.,dataset_elevenlabs_llm+tts/515.mp3
Não há derrame pleural visível.,dataset_elevenlabs_llm+tts/516.mp3
O parênquima pulmonar aparenta-se normal.,dataset_elevenlabs_llm+tts/517.mp3
Não há sinais de metástase óssea.,dataset_elevenlabs_llm+tts/518.mp3
Observa-se escoliose leve.,dataset_elevenlabs_llm+tts/519.mp3
A cifose está dentro do padrão esperado.,dataset_elevenlabs_llm+tts/520.mp3
A lordose está preservada.,dataset_elevenlabs_llm+tts/521.mp3
Não há sinais de osteoartrite.,dataset_elevenlabs_llm+tts/522.mp3
Observa-se desgaste articular.,dataset_elevenlabs_llm+tts/523.mp3
Não há sinais de inflamação óssea.,dataset_elevenlabs_llm+tts/524.mp3
As extremidades ósseas são bem definidas.,dataset_elevenlabs_llm+tts/525.mp3
Presença de pequeno cisto ósseo.,dataset_elevenlabs_llm+tts/526.mp3
Granulação óssea está presente.,dataset_elevenlabs_llm+tts/527.mp3
Fragmento ósseo é observado.,dataset_elevenlabs_llm+tts/528.mp3
Há sinais de osteólise.,dataset_elevenlabs_llm+tts/529.mp3
Observa-se calcificação vascular.,dataset_elevenlabs_llm+tts/530.mp3
Não há sinais de pneumotórax.,dataset_elevenlabs_llm+tts/531.mp3
O diafragma está bem delineado.,dataset_elevenlabs_llm+tts/532.mp3
Não há massas pulmonares.,dataset_elevenlabs_llm+tts/533.mp3
A clavícula está íntegra.,dataset_elevenlabs_llm+tts/534.mp3
Há sinais de espondilite.,dataset_elevenlabs_llm+tts/535.mp3
A superfície articular aparenta-se lisa.,dataset_elevenlabs_llm+tts/536.mp3
Não há sinais de destruição óssea.,dataset_elevenlabs_llm+tts/537.mp3
A densidade óssea é heterogênea.,dataset_elevenlabs_llm+tts/538.mp3
Observa-se pequena lesão osteocondral.,dataset_elevenlabs_llm+tts/539.mp3
A acromion tem contorno regular.,dataset_elevenlabs_llm+tts/540.mp3
Observa-se discreta esclerose subcondral.,dataset_elevenlabs_llm+tts/541.mp3
Sem sinais de erosão óssea.,dataset_elevenlabs_llm+tts/542.mp3
A cartilagem articular é fina.,dataset_elevenlabs_llm+tts/543.mp3
Não há desvio do septo nasal.,dataset_elevenlabs_llm+tts/544.mp3
Os corpos vertebrais estão alinhados.,dataset_elevenlabs_llm+tts/545.mp3
A translucência pulmonar é normal.,dataset_elevenlabs_llm+tts/546.mp3
Não há sinais de arreia reticular.,dataset_elevenlabs_llm+tts/547.mp3
Há sinais de osteocondroma.,dataset_elevenlabs_llm+tts/548.mp3
O espaço intercostal é preservado.,dataset_elevenlabs_llm+tts/549.mp3
Os arcos costais são regulares.,dataset_elevenlabs_llm+tts/550.mp3
Observa-se discreta hipotransparência pulmonar.,dataset_elevenlabs_llm+tts/551.mp3
Observa-se espessamento pleural.,dataset_elevenlabs_llm+tts/552.mp3
Sem evidência de derrame pericárdico.,dataset_elevenlabs_llm+tts/553.mp3
A traqueia está centralizada.,dataset_elevenlabs_llm+tts/554.mp3
Não há sinais de anquilose.,dataset_elevenlabs_llm+tts/555.mp3
Observa-se fragmento ósseo deslocado.,dataset_elevenlabs_llm+tts/556.mp3
Não há sinais de neoplasia óssea.,dataset_elevenlabs_llm+tts/557.mp3
A cavidade nasal está livre.,dataset_elevenlabs_llm+tts/558.mp3
A articulação é congruente.,dataset_elevenlabs_llm+tts/559.mp3
Observa-se ligeira osteofitose.,dataset_elevenlabs_llm+tts/560.mp3
Não há sinais de lesão medular.,dataset_elevenlabs_llm+tts/561.mp3
Observa-se diminuição do espaço intervertebral.,dataset_elevenlabs_llm+tts/562.mp3
Não há sinais de doença pulmonar intersticial.,dataset_elevenlabs_llm+tts/563.mp3
Não há evidências de deformidade óssea.,dataset_elevenlabs_llm+tts/564.mp3
Os seios maxilares estão arejados.,dataset_elevenlabs_llm+tts/565.mp3
Observa-se artrose.,dataset_elevenlabs_llm+tts/566.mp3
O tecido ósseo aparenta-se normal.,dataset_elevenlabs_llm+tts/567.mp3
Os ligamentos são bem visualizados.,dataset_elevenlabs_llm+tts/568.mp3
Não há sinais de edema medular.,dataset_elevenlabs_llm+tts/569.mp3
A densidade óssea é diminuída.,dataset_elevenlabs_llm+tts/570.mp3
Observa-se aumento da transparência pulmonar.,dataset_elevenlabs_llm+tts/571.mp3
A diáfise óssea está íntegra.,dataset_elevenlabs_llm+tts/572.mp3
Observa-se pequena área de osteoesclerose.,dataset_elevenlabs_llm+tts/573.mp3
Não há sinais de osteomielite.,dataset_elevenlabs_llm+tts/574.mp3
Observa-se discreta osteoartrose.,dataset_elevenlabs_llm+tts/575.mp3
A arquitetura trabecular é preservada.,dataset_elevenlabs_llm+tts/576.mp3
O contorno diafragmático está nítido.,dataset_elevenlabs_llm+tts/577.mp3
Não há sinais de broncopneumonia.,dataset_elevenlabs_llm+tts/578.mp3
Observa-se leve hipertrofia óssea.,dataset_elevenlabs_llm+tts/579.mp3
As margens articulares são regulares.,dataset_elevenlabs_llm+tts/580.mp3
Observa-se ligeiro desvio da coluna.,dataset_elevenlabs_llm+tts/581.mp3
Não há sinais de consolidação óssea.,dataset_elevenlabs_llm+tts/582.mp3
Pequena fratura está presente.,dataset_elevenlabs_llm+tts/583.mp3
Não há evidências de linfonodomegalia.,dataset_elevenlabs_llm+tts/584.mp3
A cavidade pleural está livre.,dataset_elevenlabs_llm+tts/585.mp3
Observa-se lesão periférica.,dataset_elevenlabs_llm+tts/586.mp3
Não há sinais de tuberculose óssea.,dataset_elevenlabs_llm+tts/587.mp3
A fratura está consolidada.,dataset_elevenlabs_llm+tts/588.mp3
As arcadas dentárias não apresentam anomalias.,dataset_elevenlabs_llm+tts/589.mp3
A base do crânio é bem visualizada.,dataset_elevenlabs_llm+tts/590.mp3
Não há sinais de periosteíte.,dataset_elevenlabs_llm+tts/591.mp3
O canal medular é amplo.,dataset_elevenlabs_llm+tts/592.mp3
Observa-se discreta erosão marginal.,dataset_elevenlabs_llm+tts/593.mp3
A superfície articular é contínua.,dataset_elevenlabs_llm+tts/594.mp3
Não há sinais de fratura patológica.,dataset_elevenlabs_llm+tts/595.mp3
A densidade óssea é homogênea.,dataset_elevenlabs_llm+tts/596.mp3
Não há evidências de infiltração óssea.,dataset_elevenlabs_llm+tts/597.mp3
Observa-se aumento do espaço articular.,dataset_elevenlabs_llm+tts/598.mp3
O ângulo costal está preservado.,dataset_elevenlabs_llm+tts/599.mp3
Não há sinais de dispneia.,dataset_elevenlabs_llm+tts/600.mp3
Observa-se redução da densidade óssea.,dataset_elevenlabs_llm+tts/601.mp3
A estrutura trabecular é regular.,dataset_elevenlabs_llm+tts/602.mp3
Não há sinais de lesão osteoblástica.,dataset_elevenlabs_llm+tts/603.mp3
O contorno do ilíaco é nítido.,dataset_elevenlabs_llm+tts/604.mp3
Observa-se discreta irregularidade cortical.,dataset_elevenlabs_llm+tts/605.mp3
A articulação acromioclavicular está preservada.,dataset_elevenlabs_llm+tts/606.mp3
Não há sinais de osteodistrofia.,dataset_elevenlabs_llm+tts/607.mp3
Os seios paranasais estão livres.,dataset_elevenlabs_llm+tts/608.mp3
Observa-se leve osteoesclerose.,dataset_elevenlabs_llm+tts/609.mp3
Os tecidos moles são bem visualizados.,dataset_elevenlabs_llm+tts/610.mp3
Não há sinais de deslocamento articular.,dataset_elevenlabs_llm+tts/611.mp3
Observa-se arco costal fraturado.,dataset_elevenlabs_llm+tts/612.mp3
Não há evidências de comprometimento ósseo.,dataset_elevenlabs_llm+tts/613.mp3
O contorno da pelve é regular.,dataset_elevenlabs_llm+tts/614.mp3
Observa-se discreta osteocondrose.,dataset_elevenlabs_llm+tts/615.mp3
Não há sinais de necrose óssea.,dataset_elevenlabs_llm+tts/616.mp3
O espaço vertebral é uniforme.,dataset_elevenlabs_llm+tts/617.mp3
Observa-se lesão hiperdensa.,dataset_elevenlabs_llm+tts/618.mp3
Não há sinais de colapso discal.,dataset_elevenlabs_llm+tts/619.mp3
A densidade óssea é adequada.,dataset_elevenlabs_llm+tts/620.mp3
Observa-se pequena fissura óssea.,dataset_elevenlabs_llm+tts/621.mp3
Não há evidências de cisto ósseo.,dataset_elevenlabs_llm+tts/622.mp3
A cavidade articular é bem definida.,dataset_elevenlabs_llm+tts/623.mp3
Não há sinais de sarcoma ósseo.,dataset_elevenlabs_llm+tts/624.mp3
Observa-se área de rarefação óssea.,dataset_elevenlabs_llm+tts/625.mp3
Os arcos costais são simétricos.,dataset_elevenlabs_llm+tts/626.mp3
A concavidade diafragmática é uniforme.,dataset_elevenlabs_llm+tts/627.mp3
Não há evidência de infiltração medular.,dataset_elevenlabs_llm+tts/628.mp3
Observa-se discreta deformidade vertebral.,dataset_elevenlabs_llm+tts/629.mp3
A largura vertebral está preservada.,dataset_elevenlabs_llm+tts/630.mp3
Não há sinais de estenose espinhal.,dataset_elevenlabs_llm+tts/631.mp3
Observa-se leve hiperostose.,dataset_elevenlabs_llm+tts/632.mp3
Não há sinais de comprometimento pleural.,dataset_elevenlabs_llm+tts/633.mp3
Observa-se discreta remodelação óssea.,dataset_elevenlabs_llm+tts/634.mp3
A densidade trabecular é homogênea.,dataset_elevenlabs_llm+tts/635.mp3
Não há evidência de osteocondroma.,dataset_elevenlabs_llm+tts/636.mp3
O espaço interdiscal está preservado.,dataset_elevenlabs_llm+tts/637.mp3
Observa-se pequena esclerose periarticular.,dataset_elevenlabs_llm+tts/638.mp3
Não há sinais de hemorragia pleural.,dataset_elevenlabs_llm+tts/639.mp3
O contorno costal é regular.,dataset_elevenlabs_llm+tts/640.mp3
Observa-se leve contratura articular.,dataset_elevenlabs_llm+tts/641.mp3
Não há evidências de osteogênese imperfeita.,dataset_elevenlabs_llm+tts/642.mp3
A cavidade torácica está livre.,dataset_elevenlabs_llm+tts/643.mp3
Observa-se discreta hiperlucência pulmonar.,dataset_elevenlabs_llm+tts/644.mp3
Não há sinais de pneumonite.,dataset_elevenlabs_llm+tts/645.mp3
A margem óssea é contínua.,dataset_elevenlabs_llm+tts/646.mp3
Observa-se leve desvio vertebral.,dataset_elevenlabs_llm+tts/647.mp3
Não há sinais de neoplasia pulmonar.,dataset_elevenlabs_llm+tts/648.mp3
O canal vertebral é simétrico.,dataset_elevenlabs_llm+tts/649.mp3
Observa-se espessamento cortical ósseo.,dataset_elevenlabs_llm+tts/650.mp3
Não há evidências de osteomalácia.,dataset_elevenlabs_llm+tts/651.mp3
A parênquima pulmonar é homogênea.,dataset_elevenlabs_llm+tts/652.mp3
Observa-se discreta osteoclerose.,dataset_elevenlabs_llm+tts/653.mp3
Não há sinais de fibrose pulmonar.,dataset_elevenlabs_llm+tts/654.mp3
O contorno do úmero é regular.,dataset_elevenlabs_llm+tts/655.mp3
Observa-se pequena exostose.,dataset_elevenlabs_llm+tts/656.mp3
Não há sinais de osteonecrose.,dataset_elevenlabs_llm+tts/657.mp3
O espaço articular está bem preservado.,dataset_elevenlabs_llm+tts/658.mp3
Observa-se pequena osteofibrose.,dataset_elevenlabs_llm+tts/659.mp3
Não há evidências de comprometimento diafragmático.,dataset_elevenlabs_llm+tts/660.mp3
O tecido ósseo é uniforme.,dataset_elevenlabs_llm+tts/661.mp3
Observa-se discreta irregularidade trabecular.,dataset_elevenlabs_llm+tts/662.mp3
Não há lesões osteolíticas visíveis.,dataset_elevenlabs_llm+tts/663.mp3
